0,1,2,3,4
IQ:34,280,2,70,16
IQ:35,288,255,34,20
IQ:0,0,11,179,32
IQ:1,8,11,21,-184
IQ:2,16,11,-187,-9
IQ:3,24,11,-4,185
IQ:4,32,11,158,-12
IQ:5,40,11,-53,-164
IQ:6,48,11,-177,65
IQ:7,56,11,84,165
IQ:8,72,12,-109,-16
IQ:9,80,255,-65,44
IQ:10,88,1,-57,-60
IQ:11,96,255,26,-49
IQ:12,104,2,213,-262
IQ:13,112,255,-83,-130
IQ:14,120,10,154,127
IQ:15,128,255,198,-134
IQ:16,136,3,110,-345
IQ:17,144,255,-125,-140
IQ:18,152,9,137,-22
IQ:19,160,255,65,-176
IQ:20,168,4,21,-241
IQ:21,176,255,-81,-64
IQ:22,184,8,181,-49
IQ:23,192,255,30,-136
IQ:24,200,7,44,40
IQ:25,208,255,79,-12
IQ:26,216,6,84,-39
IQ:27,224,255,-19,-164
IQ:28,232,5,-148,-199
IQ:29,240,255,-143,8
IQ:30,248,12,-36,-112
IQ:31,256,255,-56,-58
IQ:32,264,1,20,-75
IQ:33,272,255,52,5
IQ:34,280,2,323,58
IQ:35,288,255,109,-120
IQ:0,0,11,149,-56
IQ:1,8,11,-73,-144
IQ:2,16,11,-148,76
IQ:3,24,11,92,129
IQ:4,32,11,108,-117
IQ:5,40,11,-118,-118
IQ:6,48,11,-100,117
IQ:7,56,11,135,81
IQ:8,72,12,-196,60
IQ:9,80,255,27,88
IQ:10,88,1,4,-203
IQ:11,96,255,-137,-45
IQ:12,104,2,94,50
IQ:13,112,255,110,-51
IQ:14,120,10,76,-29
IQ:15,128,255,21,-35
IQ:16,136,3,120,-35
IQ:17,144,255,89,-96
IQ:18,152,9,115,-97
IQ:19,160,255,-10,-71
IQ:20,168,4,95,-24
IQ:21,176,255,46,-99
IQ:22,184,8,54,-41
IQ:23,192,255,-15,30
IQ:24,200,7,113,195
IQ:25,208,255,151,-50
IQ:26,216,6,-69,-14
IQ:27,224,255,0,-10
IQ:28,232,5,10,-187
IQ:29,240,255,-140,-159
IQ:30,248,12,-136,-155
IQ:31,256,255,-72,61
IQ:32,264,1,167,-96
IQ:33,272,255,-43,-139
IQ:34,280,2,-15,108
IQ:35,288,255,90,108
IQ:0,0,11,-13,-178
IQ:1,8,11,-177,40
IQ:2,16,11,49,167
IQ:3,24,11,174,-60
IQ:4,32,11,-81,-175
IQ:5,40,11,-154,84
IQ:6,48,11,109,148
IQ:7,56,11,134,-118
IQ:8,72,12,16,204
IQ:9,80,255,141,70
IQ:10,88,1,-13,-10
IQ:11,96,255,-49,-16
IQ:12,104,2,-38,-62
IQ:13,112,255,-7,-26
IQ:14,120,10,48,-122
IQ:15,128,255,-117,-88
IQ:16,136,3,-148,-15
IQ:17,144,255,12,19
IQ:18,152,9,7,-211
IQ:19,160,255,-191,-79
IQ:20,168,4,-149,50
IQ:21,176,255,14,21
IQ:22,184,8,-70,-185
IQ:23,192,255,-107,6
IQ:24,200,7,181,-94
IQ:25,208,255,22,-201
IQ:26,216,6,-67,-72
IQ:27,224,255,-106,52
IQ:28,232,5,-88,88
IQ:29,240,255,-22,62
IQ:30,248,12,-170,84
IQ:31,256,255,12,162
IQ:32,264,1,13,-14
IQ:33,272,255,-7,-49
IQ:34,280,2,40,-64
IQ:35,288,255,36,-26
IQ:0,0,11,139,142
IQ:1,8,11,150,-139
IQ:2,16,11,-143,-105
IQ:3,24,11,-81,169
IQ:4,32,11,184,67
IQ:5,40,11,70,-187
IQ:6,48,11,-191,-59
IQ:7,56,11,-33,191
IQ:8,72,12,-174,-155
IQ:9,80,255,-130,23
IQ:10,88,1,78,-146
IQ:11,96,255,-30,-77
IQ:12,104,2,145,86
IQ:13,112,255,94,-29
IQ:14,120,10,14,140
IQ:15,128,255,158,51
IQ:16,136,3,228,-50
IQ:17,144,255,59,-74
IQ:18,152,9,166,115
IQ:19,160,255,186,-37
IQ:20,168,4,142,-70
IQ:21,176,255,-2,-65
IQ:22,184,8,80,136
IQ:23,192,255,104,18
IQ:24,200,7,-123,163
IQ:25,208,255,67,145
IQ:26,216,6,23,19
IQ:27,224,255,114,-110
IQ:28,232,5,102,-368
IQ:29,240,255,-152,-231
IQ:30,248,12,81,-225
IQ:31,256,255,-54,-92
IQ:32,264,1,152,0
IQ:33,272,255,40,-63
IQ:34,280,2,-6,158
IQ:35,288,255,41,84
IQ:0,0,11,-51,-146
IQ:1,8,11,-140,63
IQ:2,16,11,67,139
IQ:3,24,11,129,-75
IQ:4,32,11,-90,-124
IQ:5,40,11,-115,101
IQ:6,48,11,116,97
IQ:7,56,11,91,-124
IQ:8,72,12,6,147
IQ:9,80,255,144,37
IQ:10,88,1,16,-70
IQ:11,96,255,-93,-27
IQ:12,104,2,-80,29
IQ:13,112,255,40,17
IQ:14,120,10,3,-144
IQ:15,128,255,-152,-20
IQ:16,136,3,-90,90
IQ:17,144,255,78,8
IQ:18,152,9,-53,-182
IQ:19,160,255,-188,33
IQ:20,168,4,-29,131
IQ:21,176,255,92,-17
IQ:22,184,8,-96,-132
IQ:23,192,255,-102,67
IQ:24,200,7,126,-15
IQ:25,208,255,12,-154
IQ:26,216,6,-105,-57
IQ:27,224,255,-83,121
IQ:28,232,5,36,119
IQ:29,240,255,42,-20
IQ:30,248,12,-133,73
IQ:31,256,255,19,148
IQ:32,264,1,72,-10
IQ:33,272,255,-19,-101
IQ:34,280,2,-54,-62
IQ:35,288,255,5,50
IQ:0,0,11,-13,148
IQ:1,8,11,147,-8
IQ:2,16,11,-23,-157
IQ:3,24,11,-145,39
IQ:4,32,11,48,141
IQ:5,40,11,134,-66
IQ:6,48,11,-76,-138
IQ:7,56,11,-126,85
IQ:8,72,12,68,-120
IQ:9,80,255,-92,-87
IQ:10,88,1,-22,56
IQ:11,96,255,105,37
IQ:12,104,2,144,-58
IQ:13,112,255,-61,-79
IQ:14,120,10,-63,153
IQ:15,128,255,157,78
IQ:16,136,3,130,-108
IQ:17,144,255,-80,-59
IQ:18,152,9,13,142
IQ:19,160,255,159,-2
IQ:20,168,4,56,-124
IQ:21,176,255,-89,-8
IQ:22,184,8,53,142
IQ:23,192,255,108,-52
IQ:24,200,7,-99,-51
IQ:25,208,255,-71,105
IQ:26,216,6,85,84
IQ:27,224,255,109,-96
IQ:28,232,5,-39,-128
IQ:29,240,255,-57,39
IQ:30,248,12,133,1
IQ:31,256,255,29,-127
IQ:32,264,1,-61,-3
IQ:33,272,255,5,112
IQ:34,280,2,107,111
IQ:35,288,255,54,-86
IQ:0,0,11,61,140
IQ:1,8,11,123,-75
IQ:2,16,11,-97,-117
IQ:3,24,11,-115,100
IQ:4,32,11,108,106
IQ:5,40,11,97,-112
IQ:6,48,11,-119,-93
IQ:7,56,11,-77,131
IQ:8,72,12,-11,-134
IQ:9,80,255,-123,-22
IQ:10,88,1,2,55
IQ:11,96,255,103,-14
IQ:12,104,2,102,-107
IQ:13,112,255,-82,-36
IQ:14,120,10,31,163
IQ:15,128,255,164,-12
IQ:16,136,3,58,-149
IQ:17,144,255,-96,-12
IQ:18,152,9,88,116
IQ:19,160,255,133,-71
IQ:20,168,4,-6,-123
IQ:21,176,255,-73,31
IQ:22,184,8,117,96
IQ:23,192,255,80,-97
IQ:24,200,7,-101,-3
IQ:25,208,255,-11,120
IQ:26,216,6,111,33
IQ:27,224,255,44,-135
IQ:28,232,5,-81,-94
IQ:29,240,255,-36,52
IQ:30,248,12,115,-67
IQ:31,256,255,-31,-121
IQ:32,264,1,-51,21
IQ:33,272,255,51,92
IQ:34,280,2,139,51
IQ:35,288,255,12,-89
IQ:0,0,11,19,176
IQ:1,8,11,175,-13
IQ:2,16,11,-35,-154
IQ:3,24,11,-153,81
IQ:4,32,11,89,162
IQ:5,40,11,149,-86
IQ:6,48,11,-110,-138
IQ:7,56,11,-125,120
